stock_code,rDY,rPR,rOM,rCF,rPE,rROE,rEPS,rClass,rDate
3042,5.43,42.37,-0.23,-54984000,0.0,17.668,3.7,C,2023-10-10
5183,2.23,91.11,13.004,6168000000,16.22,9.067,79.0,D,2023-10-10
5681,3.22,71.71,3.851,1560015000,22.7,17.501,78.2,C,2023-10-10
6033,3.8,81.47,35.638,1757096000,19.36,13.289,83.2,D,2023-10-10
8117,1.63,16.34,15.419,-3505018,17.59,7.992,6.8,D,2023-10-10
7081,15.68,0.0,-14.519,-219973000,0.0,-470.085,-46.4,D,2023-10-10
5622,0.0,0.0,0.0,-1083173,359.9,0.394,0.1,D,2023-10-10
0006,0.0,0.0,-5.981,-1452843,0.0,-14.502,-5.9,D,2023-10-10
1902,8.33,0.0,-1732.749,-8351646,0.0,-5.865,-7.4,D,2023-10-10
9598,3.11,0.0,-0.872,8748293,0.0,-0.529,-1.3,D,2023-10-10
7163,0.0,0.0,-1.668,36000,52.63,5.599,0.4,D,2023-10-10
7055,0.0,0.0,17.65,17391647,0.0,3.487,-10.8,D,2023-10-10
5075,2.65,26.88,14.574,-90138000,9.58,2.729,11.5,C,2023-10-10
9695,0.0,0.0,-9.871,32248000,0.0,-11.806,-7.9,D,2023-10-10
7172,0.0,0.0,7.115,-11110000,159.63,4.367,7.2,D,2023-10-10
6637,0.0,0.0,-23.285,2832998,0.0,-19.996,-2.2,D,2023-10-10
7088,6.98,60.36,9.41,117806886,6.08,11.139,31.7,C,2023-10-10
5080,1.56,9.2,7.85,73297191,3.44,14.516,22.5,D,2023-10-10
03031,4.2,19.56,34.245,431844,4.97,31.923,8.0,C,2023-10-10
4634,0.0,0.0,-5.461,9292000,0.0,-27.198,-21.4,D,2023-10-10
7237,4.04,59.61,15.119,14755654,14.94,19.642,13.6,C,2023-10-10
0217,2.4,0.0,5.975,4218220,21.92,9.26,1.2,D,2023-10-10
4065,2.58,31.97,3.013,8109000,12.69,6.786,154.4,C,2023-10-10
8869,1.49,49.47,11.545,1405159000,34.51,18.916,17.2,D,2023-10-10
9873,2.41,0.0,-1.625,111113000,0.0,-0.682,4.2,D,2023-10-10
7168,0.0,0.0,12.886,23839000,5.29,10.141,4.5,D,2023-10-10
7123,0.0,0.0,-25.058,-34689001,0.0,-4.259,1.5,D,2023-10-10
0123,0.0,0.0,4.844,-4275264,20.54,5.772,-0.1,D,2023-10-10
7201,0.0,0.0,3.374,13007460,0.0,-14.484,-1.5,D,2023-10-10
8966,0.0,0.0,16.686,-27112000,3.44,10.51,3.3,D,2023-10-10
0091,0.0,0.0,0.0,-15490000,13.47,9.657,1.3,D,2023-10-10
5070,0.0,0.0,-0.678,59044000,0.0,-9.672,-6.1,D,2023-10-10
0260,0.0,0.0,7.263,-13553679,7.2,0.0,7.7,D,2023-10-10
7010,0.0,0.0,5.584,-27049304,60.67,1.895,1.8,D,2023-10-10
1295,4.43,49.71,67.91,8977128000,12.2,12.962,31.5,C,2023-10-10
8273,0.36,1.74,21.94,27952000,4.59,11.237,14.5,D,2023-10-10
0007,0.0,0.0,-378.874,-36126424,0.0,-24.728,-3.3,D,2023-10-10
6807,0.0,0.0,25.384,56388000,0.0,-1.797,-3.6,D,2023-10-10
7134,5.63,87.11,-2.457,37784478,7.87,7.264,7.3,D,2023-10-10
0196,0.92,15.63,13.532,-1608000,18.18,17.086,3.2,D,2023-10-10
7084,1.92,48.54,9.106,379251000,37.4,13.339,14.3,D,2023-10-10
7544,0.0,0.0,-2.468,6886000,0.0,-7.906,-3.9,D,2023-10-10
0202,3.03,38.17,9.37,9249937,24.98,9.656,1.4,C,2023-10-10
7498,0.0,0.0,-5.04,932574,0.0,-4.905,-2.1,D,2023-10-10
0236,0.0,0.0,21.778,-6248000,15.91,10.944,1.7,D,2023-10-10
5272,6.15,49.69,-0.124,70096000,7.94,14.402,7.4,C,2023-10-10
7765,0.0,0.0,30.553,6277000,0.0,1.068,3.2,D,2023-10-10
03052,0.0,0.0,-2.472,-12299855,0.0,-6.113,-1.0,D,2023-10-10
9296,5.81,61.6,87.495,-11987793,13.18,17.259,18.9,C,2023-10-10
5256,0.0,0.0,-67.729,-23954000,0.0,-43.519,-14.3,D,2023-10-10
03002,0.0,0.0,-17.47,33452,0.0,-144.708,-0.8,D,2023-10-10
03036,3.5,43.97,20.521,3347473,7.66,23.468,2.6,C,2023-10-10
0032,3.62,23.47,27.432,53193000,8.51,25.604,7.9,C,2023-10-10
0081,0.0,0.0,-325.764,-5401006,0.0,-24.685,-2.5,D,2023-10-10
7130,0.0,0.0,26.728,-106779000,17.86,2.967,1.2,D,2023-10-10
0219,0.0,0.0,4.174,-219793,18.44,7.37,3.7,D,2023-10-10
7232,0.0,0.0,2.007,-26226000,53.73,1.017,0.5,D,2023-10-10
0200,0.0,0.0,-68.175,1562060,0.0,-21.623,2.2,D,2023-10-10
9946,0.0,0.0,-25.077,-4105998,0.0,-38.066,-7.0,D,2023-10-10
0106,4.94,76.63,50.911,6204569,12.85,23.365,6.4,D,2023-10-10
0037,0.33,3.24,9.845,60826395,9.86,18.566,0.3,D,2023-10-10
9954,2.45,0.0,4.41,-6672000,142.86,1.206,0.2,D,2023-10-10
1066,7.37,55.25,55.291,5439648000,7.93,10.59,64.7,C,2023-10-10
5278,2.9,50.51,9.298,-6350922,17.13,7.702,4.3,C,2023-10-10
7006,1.52,38.49,4.787,20159000,11.18,3.368,11.6,D,2023-10-10
5113,0.0,0.0,-5.941,38350226,0.0,-8.222,0.0,D,2023-10-10
2542,2.5,28.22,24.662,26426596,31.03,1.844,21.7,C,2023-10-10
9741,0.0,0.0,9.119,-55533476,10.22,3.692,3.9,D,2023-10-10
03039,0.0,0.0,6.899,-195077,0.0,-2.656,1.0,D,2023-10-10
8745,0.0,0.0,1.245,-377345,30.27,4.241,0.4,D,2023-10-10
8664,1.43,49.33,15.177,1593943000,29.39,1.0,3.6,D,2023-10-10
03056,0.0,0.0,0.0,-767847,0.0,-7.171,-0.4,D,2023-10-10
8567,0.0,0.0,-11.937,29398000,0.0,-5.389,-2.3,D,2023-10-10
0183,0.0,0.0,-35.458,17802000,0.0,-21.577,-6.7,D,2023-10-10
9822,0.56,22.08,9.379,-255344000,29.71,10.781,16.4,D,2023-10-10
0223,0.41,0.0,8.569,5461057,46.46,10.968,2.5,D,2023-10-10
5147,3.92,90.3,2.585,119438000,17.2,5.864,7.8,D,2023-10-10
03057,0.0,0.0,7.969,-4656950,0.0,0.0,0.1,D,2023-10-10
7943,0.0,0.0,-79.971,-7432218,0.0,-45.344,-8.0,D,2023-10-10
0133,0.0,0.0,-143.116,19710888,0.0,-11.28,-1.7,D,2023-10-10
5218,0.0,0.0,3.164,-129650000,0.0,-256.304,-19.8,D,2023-10-10
7811,6.94,51.8,5.012,10539051,7.28,7.86,12.4,C,2023-10-10
4596,0.0,0.0,-23.592,11546000,0.67,58.29,57.0,D,2023-10-10
5170,0.0,0.0,-5.474,-43293000,0.0,-87.664,-23.9,D,2023-10-10
9237,0.0,0.0,-15.424,-39795526,0.0,-27.464,-4.2,D,2023-10-10
5126,5.45,40.02,6.381,615764000,10.27,6.769,54.5,C,2023-10-10
5135,7.18,80.56,13.819,99221737,11.44,7.203,34.7,D,2023-10-10
5252,2.7,22.73,15.128,7891000,9.14,6.357,0.2,C,2023-10-10
5157,0.0,0.0,-5.996,-43243399,0.0,-2.674,-0.5,D,2023-10-10
5207,0.0,0.0,5.516,7296000,0.0,0.014,-0.1,D,2023-10-10
0109,0.0,0.0,-142.081,-7178934,0.0,-5.519,-0.2,D,2023-10-10
7239,0.0,0.0,-22.999,-30519100,0.0,-15.89,-5.0,D,2023-10-10
0158,3.23,98.04,3.821,-7884000,31.47,3.12,1.8,D,2023-10-10
7247,70.91,21.84,-2.747,19597087,0.33,206.215,172.5,C,2023-10-10
0099,7.34,79.37,16.761,41529186,12.2,27.911,9.1,D,2023-10-10
4731,2.67,31.14,14.462,110815000,12.63,14.016,26.4,C,2023-10-10
8125,2.13,18.4,7.37,-41014000,16.27,13.674,13.1,C,2023-10-10
7045,0.0,0.0,0.0,-17223000,0.0,-53.678,-18.6,D,2023-10-10
0028,0.0,0.0,1.018,-20845455,180.56,0.421,0.1,D,2023-10-10
0212,1.86,20.49,11.324,27273000,9.84,26.345,6.0,D,2023-10-10
7073,0.0,0.0,11.819,-9385869,20.9,1.066,1.2,D,2023-10-10
4286,0.0,0.0,19.502,-6433321,14.57,3.656,4.0,D,2023-10-10
5145,0.0,0.0,-9.561,-1332040,0.0,-5.045,-4.0,D,2023-10-10
0203,0.0,0.0,0.036,5211032,250.0,0.823,-0.3,D,2023-10-10
0178,0.0,0.0,10.57,-817793,24.88,7.593,0.2,D,2023-10-10
7053,2.86,0.0,1.32,1746528,0.0,-2.835,-2.2,D,2023-10-10
03009,0.0,0.0,0.0,695014,0.0,-25.411,-0.3,D,2023-10-10
9792,5.04,92.17,18.81,54554000,30.28,19.855,3.3,D,2023-10-10
2224,4.24,0.0,11.255,-36118000,14.21,2.032,1.5,D,2023-10-10
5308,4.11,0.0,4.422,14170000,16.53,16.036,4.4,D,2023-10-10
5305,3.24,37.38,4.723,-81798675,10.1,9.345,4.0,C,2023-10-10
9431,0.0,0.0,40.663,-2303858,6.95,28.593,3.8,D,2023-10-10
5213,0.0,0.0,-216.294,30113000,0.0,-29.674,-17.0,D,2023-10-10
5123,8.01,149.89,69.257,97925457,18.13,3.745,4.9,D,2023-10-10
5279,0.0,0.0,-281.563,-295230000,0.0,-102.139,-29.4,D,2023-10-10
5163,0.0,0.0,2.616,-307032,14.23,14.484,5.8,D,2023-10-10
7180,0.0,0.0,-0.758,6791367,936.51,0.598,0.1,D,2023-10-10
0055,0.0,0.0,-130.069,-22946247,0.0,-69.043,-3.7,D,2023-10-10
0251,0.44,19.61,34.596,-715739,53.05,22.193,1.5,D,2023-10-10
5517,0.0,0.0,9.743,37398000,0.0,-1.865,-9.3,D,2023-10-10
7412,0.0,0.0,4.671,3426757,28.01,4.884,3.7,D,2023-10-10
5173,1.87,6.64,20.268,192913732,4.04,16.186,16.2,D,2023-10-10
6017,5.15,42.25,32.834,34816000,9.69,6.181,22.5,C,2023-10-10
0241,0.0,0.0,-14.619,-29777000,0.0,-39.828,-4.1,D,2023-10-10
7246,0.0,0.0,7.725,1759000,20.92,11.586,3.3,D,2023-10-10
0129,0.0,0.0,-32.09,-8914850,0.0,-36.173,-1.6,D,2023-10-10
4197,5.88,90.63,4.183,211000000,10.19,8.137,21.4,D,2023-10-10
5285,1.52,78.7,9.479,1915856000,21.63,7.387,36.0,D,2023-10-10
5288,2.88,47.62,17.655,1002436000,16.24,3.027,4.6,C,2023-10-10
4316,0.0,0.0,0.228,1609869,23.05,2.038,3.6,D,2023-10-10
5172,0.0,0.0,-13.263,9058000,0.0,-22.448,-0.9,D,2023-10-10
9776,0.0,0.0,-37.333,-3816000,0.0,-11.299,-3.7,D,2023-10-10
7115,0.0,0.0,18.054,-1071839,5.11,13.872,11.4,D,2023-10-10
7155,4.33,69.46,6.091,68443000,12.75,14.348,9.0,C,2023-10-10
03008,4.38,92.59,15.485,4610525,21.21,23.966,3.0,D,2023-10-10
7248,5.88,127.31,12.144,15220925,18.94,7.007,6.5,D,2023-10-10
03023,0.54,35.09,5.603,-517140,66.67,2.073,0.4,D,2023-10-10
7132,0.0,0.0,13.16,-262000,2.02,25.974,43.8,D,2023-10-10
0117,0.0,0.0,19.846,42243000,0.0,54.292,0.4,D,2023-10-10
0169,0.0,0.0,-78.114,-3974598,0.0,-18.842,-1.3,D,2023-10-10
03054,1.7,0.0,3.606,1134087,0.0,2.391,0.0,D,2023-10-10
0259,3.85,17.68,4.333,14115447,9.06,28.026,5.0,C,2023-10-10
0215,0.0,0.0,8.308,-80510000,37.55,11.675,2.9,D,2023-10-10
5242,1.54,16.04,3.708,-8583224,10.18,5.058,1.9,D,2023-10-10
0093,0.0,0.0,-45.049,-29824592,0.0,-41.318,-9.0,D,2023-10-10
4375,0.0,0.0,-11.373,5142822,0.0,-5.131,-0.8,D,2023-10-10
5134,1.47,24.83,6.837,84805000,16.84,3.638,24.3,D,2023-10-10
0225,0.82,9.05,3.562,-54025964,14.46,6.536,1.8,D,2023-10-10
0045,5.13,0.0,0.0,-2623499,17.46,35.601,1.1,D,2023-10-10
5665,0.0,0.0,-4.696,-29553000,0.0,-21.63,-23.7,D,2023-10-10
1562,6.41,62.22,5.914,148831000,9.36,22.606,16.5,C,2023-10-10
0216,0.0,0.0,3.979,-19484829,73.73,1.127,0.5,D,2023-10-10
7103,2.6,32.34,11.091,-63106000,12.18,8.651,11.3,C,2023-10-10
6084,2.44,161.29,-5.73,16035000,66.51,0.697,1.0,D,2023-10-10
03049,1.96,10.74,14.03,2156000,6.59,44.937,3.6,D,2023-10-10
5006,2.78,0.0,-35.953,-11651144,0.0,-18.632,-21.5,D,2023-10-10
0080,0.0,0.0,0.531,-18911696,21.26,3.182,0.7,D,2023-10-10
6904,0.0,0.0,3.794,17731000,313.65,0.079,24.6,D,2023-10-10
7207,5.14,22.78,8.915,-23537296,8.31,5.563,8.6,C,2023-10-10
2569,0.61,0.0,18.977,10044518,13.47,2.546,24.3,D,2023-10-10
03050,1.36,47.17,11.046,18024417,43.93,15.623,2.4,D,2023-10-10
3743,0.0,0.0,12.664,149036000,32.87,1.399,1.8,D,2023-10-10
0262,0.0,0.0,5.909,-2248851,22.0,16.268,3.4,D,2023-10-10
5211,2.03,53.24,8.016,201945000,20.22,5.038,10.4,C,2023-10-10
5263,2.89,54.95,8.811,-242138000,18.26,17.298,10.5,C,2023-10-10
5176,6.2,102.1,68.101,428046000,17.51,5.274,8.9,D,2023-10-10
0148,0.0,0.0,9.091,-34338753,36.18,3.437,0.5,D,2023-10-10
0001,2.67,53.76,21.094,24624682,35.97,8.839,4.0,C,2023-10-10
03033,0.0,0.0,12.752,-437984,63.01,6.382,0.4,D,2023-10-10
7235,2.25,35.56,5.13,17071706,47.42,1.583,1.4,C,2023-10-10
7106,11.31,0.0,-29.644,-104973252,0.0,-3.169,-5.7,D,2023-10-10
03018,4.29,43.09,6.315,4596091,9.13,11.0,6.8,C,2023-10-10
6521,2.63,8.49,32.463,25997000,8.78,5.207,17.1,D,2023-10-10
5303,3.21,43.2,11.571,102657000,10.28,6.23,5.5,C,2023-10-10
7186,0.0,0.0,3.259,13118819,0.0,0.236,1.0,D,2023-10-10
6139,3.79,31.29,16.779,1326068000,3.25,53.553,38.1,A,2023-10-10
9717,0.0,0.0,11.114,-8104000,48.97,0.578,0.4,D,2023-10-10
7082,21.54,0.0,44.963,-43495000,30.8,4.202,1.0,D,2023-10-10
1538,0.0,0.0,-49.731,33338000,0.0,-7.18,-10.9,D,2023-10-10
0050,0.0,0.0,8.982,575000,0.0,1.076,-1.7,D,2023-10-10
7228,0.0,0.0,12.066,-237960718,14.08,8.924,2.8,D,2023-10-10
5012,10.39,75.97,19.325,406772410,7.27,12.151,72.8,D,2023-10-10
7097,0.0,0.0,-6.334,-83345000,0.0,-13.772,-1.1,D,2023-10-10
7211,0.0,0.0,15.397,-21002771,26.83,10.252,2.7,D,2023-10-10
2259,0.0,0.0,3.497,45111000,0.0,-4.021,-0.4,D,2023-10-10
8524,8.41,240.0,29.988,83010000,28.77,7.081,2.7,D,2023-10-10
5191,6.33,55.98,27.872,78311559,8.06,6.396,14.0,C,2023-10-10
4405,3.88,0.0,-0.747,42291000,0.0,-2.178,-7.8,D,2023-10-10
2429,0.0,0.0,17.185,-14004000,48.33,9.609,1.1,D,2023-10-10
5149,3.03,0.0,47.254,-9522649,3.64,16.346,8.5,D,2023-10-10
5140,6.25,12.76,8.456,54875054,7.94,14.505,11.4,C,2023-10-10
0211,5.13,0.0,0.772,-20236627,0.0,-0.241,3.8,D,2023-10-10
0221,0.0,0.0,-1.494,-29250426,0.0,-10.176,-0.5,D,2023-10-10
2054,4.63,0.0,-3.03,4026000,0.0,-2.031,-1.5,D,2023-10-10
5289,1.12,27.78,6.487,1975000,21.3,6.672,2.0,D,2023-10-10
2739,0.0,0.0,-5.243,22095000,0.0,-51.47,11.9,D,2023-10-10
0132,0.0,0.0,-13.504,-8192718,0.0,-32.479,-0.9,D,2023-10-10
7439,2.96,3.49,9.588,62874735,1.95,37.22,74.2,D,2023-10-10
7200,0.0,0.0,6.813,17757543,13.03,3.698,2.8,D,2023-10-10
0230,0.0,19.67,15.228,121855013,38.49,5.587,4.0,D,2023-10-10
4863,3.47,47.83,15.841,602000000,14.38,15.987,30.0,C,2023-10-10
5347,4.39,87.77,11.039,949000000,19.06,5.202,60.0,D,2023-10-10
9369,4.03,24.11,12.359,24732211,8.76,10.246,13.7,C,2023-10-10
7252,1.85,10.02,8.562,31347386,5.16,16.867,7.4,D,2023-10-10
0089,3.53,11.36,34.331,-10859744,13.36,10.787,3.7,C,2023-10-10
8702,26.44,0.0,2.442,82081000,0.0,-2.33,18.5,D,2023-10-10
0145,0.0,0.0,-115.464,-649000,0.0,-35.672,-0.8,D,2023-10-10
5112,5.61,73.35,12.82,97289000,13.07,4.347,6.8,C,2023-10-10
9075,2.34,42.25,2.638,2471000,17.5,5.865,6.5,C,2023-10-10
7034,3.09,27.42,8.595,-38737000,9.07,10.625,25.4,C,2023-10-10
0012,3.09,43.86,4.928,-33169000,14.48,6.463,7.2,C,2023-10-10
7889,0.0,0.0,-11.636,46034000,0.0,-17.04,-1.3,D,2023-10-10
7374,6.67,0.0,1.958,21208000,0.0,-5.033,-10.5,D,2023-10-10
7854,0.0,44.44,-4.009,-560000,10.89,6.532,8.0,D,2023-10-10
5031,2.28,75.55,26.783,303805000,3.72,8.069,24.6,D,2023-10-10
8397,0.0,0.0,13.174,62045000,13.65,3.358,5.4,D,2023-10-10
5239,0.0,0.0,5.12,138789354,76.25,0.378,0.3,D,2023-10-10
0101,0.69,12.28,15.1,20114000,27.06,4.648,2.3,D,2023-10-10
7230,3.48,10.41,8.999,-36500000,2.99,15.904,47.6,C,2023-10-10
7285,2.56,0.0,136.214,16498000,2.06,66.299,19.7,B,2023-10-10
5010,7.94,78.19,5.569,183219000,9.93,7.28,53.8,D,2023-10-10
7113,0.0,0.0,-19.344,-774724000,0.0,-7.997,2.8,D,2023-10-10
03013,1.33,86.21,18.241,3655545,0.0,10.914,2.1,D,2023-10-10
5111,1.3,0.0,40.75,12157000,0.0,-3.443,-6.3,D,2023-10-10
7173,1.06,251.09,2.219,-15211000,214.41,0.5,-0.7,D,2023-10-10
7176,0.0,0.0,1.633,23239985,5.77,22.25,2.4,D,2023-10-10
7218,0.0,0.0,-2.04,2803951,140.19,1.494,2.7,D,2023-10-10
5054,3.08,10.12,5.36,-24634000,3.2,11.551,11.3,C,2023-10-10
0199,4.09,35.71,5.188,12334109,10.71,5.431,6.3,C,2023-10-10
0118,0.0,0.0,93.589,-6775726,2.92,26.997,0.8,D,2023-10-10
5401,0.0,0.0,-15.841,-109175000,0.0,-7.142,-24.7,D,2023-10-10
9059,10.61,42.29,9.346,123661000,4.03,17.739,33.1,C,2023-10-10
5042,0.0,0.0,-21.424,7259000,32.04,1.016,0.8,D,2023-10-10
0272,0.0,0.0,24.485,-8385079,48.0,13.739,2.7,D,2023-10-10
5297,0.0,0.0,-8.212,-21265953,0.0,-36.266,-10.6,D,2023-10-10
5230,0.0,0.0,3.559,30049000,3.38,18.412,-4.6,D,2023-10-10
5167,0.71,20.17,5.583,5834625,34.29,1.908,1.6,D,2023-10-10
4359,0.0,0.0,27.412,1064294,10.01,3.053,1.8,D,2023-10-10
7079,0.0,0.0,-8.303,-25621637,0.0,-0.752,-0.1,D,2023-10-10
7100,9.54,87.23,59.421,114677772,11.92,64.273,27.4,D,2023-10-10
03043,1.11,0.0,9.263,1135055,0.0,9.561,0.6,D,2023-10-10
0005,0.0,0.0,1.477,-4967900,0.0,0.353,0.0,D,2023-10-10
1368,3.74,68.03,2.52,80194000,19.33,3.101,5.5,C,2023-10-10
5148,0.58,31.25,20.814,380884000,42.84,1.188,1.6,D,2023-10-10
0256,0.0,0.0,24.782,7466909,28.07,17.836,2.8,D,2023-10-10
7137,3.16,66.82,20.416,-695062,21.48,2.197,9.5,C,2023-10-10
7227,3.19,47.02,4.791,18314000,14.52,4.187,12.5,C,2023-10-10
4588,2.98,25.75,4.726,695457000,8.64,11.66,35.5,C,2023-10-10
03017,0.0,28.87,-21.448,-5719232,0.0,-33.461,0.6,D,2023-10-10
7091,3.23,22.1,15.655,15051133,7.65,10.315,21.2,C,2023-10-10
0257,2.22,0.0,5.97,-84352,30.78,4.182,0.7,D,2023-10-10
5005,2.47,82.82,11.063,-190725000,31.75,6.504,23.9,D,2023-10-10
2593,2.75,63.39,9.942,29469000,17.24,4.325,29.2,C,2023-10-10
2089,10.36,72.63,39.354,785575000,10.43,23.557,145.1,C,2023-10-10
7133,5.37,35.12,22.241,48950674,8.37,11.504,18.0,C,2023-10-10
0247,1.07,205.0,2.096,6416000,52.43,2.492,1.0,D,2023-10-10
5200,17.75,94.97,12.185,467599000,15.93,4.681,9.3,D,2023-10-10
5110,7.27,99.77,69.475,82462836,12.62,5.866,9.0,D,2023-10-10
7757,3.4,45.66,11.07,-4562000,13.26,4.879,4.6,C,2023-10-10
5292,0.0,38.54,25.071,-13397888,76.52,13.478,5.0,D,2023-10-10
7250,0.0,0.0,12.461,28513000,7.4,7.535,11.1,D,2023-10-10
6963,2.01,51.81,5.952,-268463000,25.94,6.816,4.3,C,2023-10-10
5243,0.0,0.0,9.03,-173836000,99.6,0.881,-1.2,D,2023-10-10
4995,0.0,0.0,-0.256,586743,0.0,-0.877,-0.2,D,2023-10-10
0273,0.0,0.0,11.391,4942236,10.84,30.652,2.7,D,2023-10-10
0069,0.0,0.0,-92.062,2455942,0.0,-11.945,0.6,D,2023-10-10
0120,5.0,40.4,14.796,4617880,17.58,9.399,4.8,C,2023-10-10
0097,1.16,33.35,49.327,124884000,45.57,20.088,19.4,D,2023-10-10
7070,0.0,0.0,-12.197,-41177964,0.0,-14.468,-9.4,D,2023-10-10
0232,2.94,26.16,11.338,-8078482,28.91,6.106,4.2,C,2023-10-10
0066,0.0,0.0,-164.04,-18402260,0.0,-15.09,-9.3,D,2023-10-10
5162,4.63,33.88,2.903,-24003000,7.37,16.047,16.7,C,2023-10-10
5142,0.0,0.0,7.273,129600000,44.38,2.77,-0.8,D,2023-10-10
0102,0.0,0.0,-46.122,-21813397,0.0,-60.369,-3.0,D,2023-10-10
7203,2.21,45.45,1.851,-13613279,21.57,2.623,4.1,C,2023-10-10
5016,0.0,0.0,-0.851,-15747000,0.0,-2.737,-17.7,D,2023-10-10
7226,0.0,0.0,-19.951,-26798,0.0,-2.606,-1.0,D,2023-10-10
3565,0.0,0.0,-5.064,-554892000,23.9,8.173,3.3,D,2023-10-10
9679,0.89,15.72,5.281,149428000,16.39,1.138,9.1,D,2023-10-10
0197,0.0,20.83,32.948,20201973,7.5,11.029,3.6,D,2023-10-10
7231,5.91,68.82,27.228,34061899,14.85,35.705,6.7,C,2023-10-10
0271,0.0,0.0,3.467,14542310,244.68,5.519,0.2,D,2023-10-10
5246,4.95,64.12,45.724,653201000,14.42,23.419,20.5,C,2023-10-10
5009,0.0,0.0,-11.546,-60223000,0.0,-6.293,0.4,D,2023-10-10
0162,0.0,0.0,-17.165,18728468,0.0,-4.835,-0.2,D,2023-10-10
0008,4.23,50.17,9.389,-18679000,11.94,7.513,3.2,C,2023-10-10
6378,0.0,0.0,10.867,37442512,0.0,-29.928,-1.6,D,2023-10-10
7050,1.03,0.0,2.357,2913015,69.28,1.516,1.4,D,2023-10-10
7025,0.0,0.0,-29.737,-2125262,0.0,-8.639,-7.3,D,2023-10-10
4243,3.19,0.0,-5.229,1134000,0.0,-3.273,-1.1,D,2023-10-10
5156,0.0,0.0,-4.698,-36670000,0.0,-2.587,-0.7,D,2023-10-10
5267,0.0,0.0,-7.871,-4270170,0.0,-9.033,-6.4,D,2023-10-10
7121,0.0,0.0,9.563,-19482981,55.28,3.886,0.1,D,2023-10-10
0165,0.0,0.0,-10.02,-24429079,0.0,-56.938,-1.9,D,2023-10-10
0140,0.0,0.0,-43.026,-20615642,0.0,-21.33,-1.1,D,2023-10-10
0017,0.0,0.0,15.989,-3364867,32.43,9.038,0.0,D,2023-10-10
7003,0.0,0.0,24.834,69566000,24.02,2.028,4.4,D,2023-10-10
7178,3.11,26.48,15.466,43958000,8.51,10.938,24.4,C,2023-10-10
5048,0.0,0.0,-65.843,-859313,0.0,-6.208,-7.2,D,2023-10-10
0025,0.0,0.0,3.178,-10783376,146.91,1.515,1.5,D,2023-10-10
5300,3.53,41.56,8.068,5044721,12.33,10.271,7.2,C,2023-10-10
0248,0.0,0.0,-2.465,4343029,0.0,-0.562,-0.3,D,2023-10-10
0086,0.0,0.0,-3.703,609179,0.0,-2.849,-0.5,D,2023-10-10
7293,0.79,18.29,20.139,-2344000000,13.09,9.719,16.7,D,2023-10-10
7020,0.0,0.0,-0.534,3660971,0.0,-11.211,-1.3,D,2023-10-10
7014,0.0,0.0,8.203,-8095000,7.74,3.636,3.3,D,2023-10-10
3158,0.0,0.0,23.088,24588648,0.0,-2.587,-0.5,D,2023-10-10
7066,0.0,0.0,-1.471,-48212179,0.0,-8.419,-6.0,D,2023-10-10
5159,4.25,23.54,19.365,29487000,6.5,13.078,24.0,C,2023-10-10
