Date,revenue,capitalExpenditures,grossDividend,netIncome,operatingCashFlow,operatingIncome,preferredDividends,sharesOutstanding,totalEquity,stock_code
2022-11-30,24.67,0.35,0.0,1.0,-11.22,2.43,0.0,100.0,412.11,5049
2022-08-31,29.72,0.3,0.0,0.98,-32.67,2.79,0.0,100.0,414.11,5049
2022-05-31,14.57,0.28,0.0,0.43,-20.49,1.24,0.0,100.0,413.13,5049
2022-02-28,12.36,0.23,0.0,0.63,-7.43,1.34,0.0,100.0,415.7,5049
2021-11-30,8.85,0.41,0.0,0.73,45.73,1.38,0.0,100.0,415.07,5049
2021-08-31,18.53,0.18,0.0,1.0,26.91,2.56,0.0,100.0,414.35,5049
2023-04-30,58.34,7.82,0.0,13.2,0.76,21.7,0.0,279.42,942.25,6718
2023-01-31,39.27,14.81,5.59,-3.64,52.49,-0.73,0.0,279.42,929.04,6718
2022-10-31,51.26,9.35,0.0,4.86,52.2,10.39,0.0,279.42,932.7,6718
2022-07-31,65.34,4.59,8.38,10.11,20.6,17.86,0.0,279.42,936.15,6718
2022-04-30,59.84,1.43,0.0,13.2,11.72,23.04,0.0,279.42,931.55,6718
2022-01-31,54.57,5.25,11.18,4.55,50.64,8.02,0.0,279.42,918.23,6718
2021-10-31,51.64,2.92,0.0,4.34,40.31,13.32,0.0,279.42,913.63,6718
2021-07-31,48.43,2.64,0.0,5.36,14.61,11.13,0.0,279.42,922.94,6718
2023-06-30,122.64,8.42,0.0,-8.46,9.62,-1.07,0.0,162.11,337.36,8591
2023-03-31,94.33,4.74,0.0,-0.42,8.14,8.28,0.0,162.11,345.83,8591
2022-12-31,101.46,5.75,0.0,-10.19,5.3,-2.01,0.0,162.11,346.24,8591
2022-09-30,77.53,4.52,0.0,-4.0,-2.78,4.63,0.0,162.11,356.44,8591
2022-06-30,85.95,0.57,0.0,-0.42,-1.0,8.75,0.0,162.11,360.43,8591
2022-03-31,81.14,0.06,0.0,-0.34,4.85,8.21,0.0,162.11,360.86,8591
2021-12-31,48.79,1.75,0.0,-19.15,41.53,-12.31,0.0,162.11,361.2,8591
2021-09-30,33.75,2.86,0.0,-17.53,50.62,-12.89,0.0,162.11,380.35,8591
2023-06-30,372.98,5.73,0.0,14.9,70.01,16.07,0.0,369.3,881.26,5094
2023-03-31,405.25,2.32,0.0,15.74,4.64,17.74,0.0,369.3,877.44,5094
2022-12-31,360.72,12.15,0.0,-0.33,134.81,-2.82,0.0,369.3,861.5,5094
2022-09-30,363.26,6.47,0.0,-14.18,83.98,-19.57,0.0,369.3,861.92,5094
2022-06-30,519.6,3.53,0.0,17.07,-3.55,20.79,0.0,369.3,876.27,5094
2022-03-31,455.06,0.29,0.0,12.05,48.1,15.23,0.0,369.3,911.62,5094
2021-12-31,532.35,12.16,51.7,38.86,-112.13,50.07,0.0,369.3,899.67,5094
2021-09-30,201.34,6.03,0.0,9.97,-14.19,12.01,0.0,369.3,861.03,5094
2023-06-30,9.97,28.48,0.0,-22.32,-23.35,-22.7,0.0,1381.41,384.31,7165
2023-03-31,9.67,26.81,0.0,-0.94,-41.74,-1.0,0.0,1381.41,411.01,7165
2022-12-31,10.19,24.9,0.0,-1.23,-53.02,-1.02,0.0,1381.41,411.94,7165
2022-09-30,7.75,11.97,0.0,-2.15,-47.67,-1.4,0.0,1381.41,403.99,7165
2022-06-30,10.0,3.1,0.0,-5.36,-93.18,-5.41,0.0,1381.41,406.14,7165
2022-03-31,10.14,0.74,0.0,-2.02,-83.86,-1.66,0.0,1381.41,411.5,7165
2021-12-31,9.53,0.17,0.0,0.04,-44.75,0.36,0.0,690.71,309.92,7165
2021-09-30,7.59,0.06,0.0,-0.7,-60.07,-0.32,0.0,690.71,309.88,7165
2023-06-30,62.24,7.95,0.0,21.13,69.58,20.86,0.0,2310.0,536.19,5301
2023-03-31,59.59,2.65,10.0,16.58,28.67,21.35,0.0,2310.0,519.98,5301
2022-12-31,52.74,14.84,8.32,14.0,84.1,11.25,0.0,2310.0,512.71,5301
2022-09-30,52.85,5.09,13.86,22.76,57.55,22.5,0.0,2310.0,504.23,5301
2022-06-30,46.51,3.65,13.63,22.48,37.2,17.68,0.0,2310.0,498.16,5301
2022-03-31,42.68,2.26,7.51,12.48,11.49,14.8,0.0,2310.0,484.86,5301
2021-12-31,38.79,4.63,7.26,11.93,67.34,12.15,0.0,2200.0,307.88,5301
2021-09-30,38.57,3.77,7.04,11.67,44.68,12.21,0.0,2200.0,301.76,5301
2023-03-31,1.39,0.07,0.0,-1.53,2.24,-1.56,0.0,944.88,47.25,0051
2022-12-31,1.97,0.07,0.0,-1.3,2.64,-1.1,0.0,944.88,50.18,0051
2022-09-30,2.1,0.07,0.0,-1.3,0.92,-1.1,0.0,944.88,50.88,0051
2022-06-30,1.75,0.49,0.0,-2.76,-2.94,-1.93,0.0,944.88,52.27,0051
2022-03-31,1.92,0.29,0.0,-1.25,-6.16,-1.17,0.0,944.88,82.07,0051
2021-12-31,2.63,0.1,0.0,-0.78,1.14,-0.66,0.0,859.27,60.34,0051
2021-09-30,3.6,0.03,0.0,-0.5,1.41,-0.41,0.0,859.27,61.0,0051
2021-06-30,2.33,0.38,0.0,-4.67,-6.7,-4.78,0.0,859.27,61.54,0051
2023-06-30,28.19,1.33,0.0,2.66,14.05,3.61,0.0,162.6,104.66,9423
2023-03-31,18.16,3.08,0.0,0.61,15.34,0.75,0.0,163.65,102.0,9423
2022-12-31,23.99,3.03,0.0,1.55,5.56,2.23,0.0,163.65,101.79,9423
2022-09-30,22.29,2.57,0.0,1.15,2.54,1.73,0.0,163.65,101.21,9423
2022-06-30,20.67,1.93,0.0,2.21,-20.52,3.15,0.0,163.65,100.24,9423
2022-03-31,16.21,1.38,0.0,0.08,-14.58,0.16,0.0,163.65,98.04,9423
2021-12-31,14.76,1.03,0.0,-0.96,-8.68,-1.16,0.0,125.8,82.75,9423
2021-09-30,17.02,0.05,0.0,0.35,-12.55,0.51,0.0,125.8,83.71,9423
2023-04-30,9.96,0.08,0.0,-0.54,-1.01,-0.54,0.0,100.0,62.83,7157
2023-01-31,9.69,1.12,0.0,-0.26,3.31,-0.16,0.0,100.0,63.37,7157
2022-10-31,10.65,0.51,0.0,-0.17,0.9,-0.25,0.0,100.0,63.59,7157
2022-07-31,10.68,0.1,0.0,-0.29,1.03,-0.29,0.0,100.0,63.76,7157
2022-04-30,13.78,0.06,0.0,0.54,-1.05,0.62,0.0,100.0,64.05,7157
2022-01-31,13.4,1.98,0.0,-0.08,2.61,0.37,0.0,100.0,63.51,7157
2021-10-31,12.06,2.48,0.0,2.45,3.3,1.87,0.0,100.0,64.05,7157
2021-07-31,11.19,2.29,0.0,-0.89,1.92,-0.89,0.0,100.0,63.89,7157
2023-04-30,32.21,319.29,0.0,-298.48,63.51,-395.09,0.0,782.17,1043.95,5184
2023-01-31,32.88,265.9,0.0,6.77,7.48,8.6,0.0,765.75,1332.94,5184
2022-10-31,48.39,250.11,0.0,5.38,30.35,3.71,0.0,589.1,1257.25,5184
2022-07-31,45.49,199.57,0.0,11.8,25.35,16.98,0.0,589.1,1251.78,5184
2022-04-30,75.81,108.25,0.0,14.52,-17.47,16.74,0.0,588.83,1239.98,5184
2022-01-31,77.2,48.36,0.0,15.82,-55.59,22.21,0.0,588.83,1222.25,5184
2021-10-31,86.95,212.38,0.0,25.72,-88.77,31.09,0.0,570.43,1189.06,5184
2021-07-31,65.92,145.75,0.0,16.68,-103.4,22.84,0.0,483.23,1084.24,5184
2023-06-30,219.97,55.74,0.0,0.72,-23.12,6.03,0.0,1237.87,847.15,7204
2023-03-31,214.72,31.15,0.0,0.86,2.05,3.13,0.0,1237.73,856.3,7204
2022-12-31,247.2,201.66,0.0,13.56,-35.94,15.7,-1.96,1237.26,823.01,7204
2022-09-30,252.16,158.19,6.43,15.75,3.67,20.74,0.0,1237.22,818.04,7204
2022-06-30,242.06,105.31,0.0,15.34,21.22,21.87,-2.94,1237.14,795.07,7204
2022-03-31,241.6,61.9,9.65,30.5,-13.57,39.86,0.0,1237.14,794.4,7204
2021-12-31,257.68,166.95,0.0,38.64,78.36,44.64,-5.66,1237.14,766.65,7204
2021-09-30,174.57,108.51,9.28,18.6,73.6,21.97,0.0,1198.64,515.54,7204
2023-06-30,275.02,394.56,0.0,47.51,186.33,27.33,0.0,3156.33,1795.43,4456
2023-03-31,276.71,323.67,0.0,-239.77,182.78,8.75,0.0,3156.33,1683.77,4456
2022-12-31,330.53,209.71,0.0,31.88,131.82,84.72,0.0,3156.33,1929.22,4456
2022-09-30,419.58,67.58,0.0,41.72,64.2,93.83,0.0,3156.33,1957.45,4456
2022-06-30,430.29,266.09,0.0,160.59,626.82,153.64,0.0,3156.25,1854.9,4456
2022-03-31,382.64,142.23,0.0,51.6,551.09,121.97,0.0,3155.73,1648.98,4456
2021-12-31,353.31,70.49,18.93,43.83,412.86,76.3,0.0,3155.32,1602.14,4456
2021-09-30,270.87,39.18,0.0,293.56,236.24,311.3,0.0,3090.71,1506.43,4456
2023-06-30,54.87,1.65,0.0,5.17,7.04,7.61,0.0,442.55,204.81,5276
2023-03-31,50.01,0.48,0.0,4.03,3.22,6.14,0.0,442.55,199.65,5276
2022-12-31,60.98,8.79,0.0,6.54,16.7,9.53,0.0,442.55,201.15,5276
2022-09-30,56.46,15.48,0.0,4.85,10.6,7.48,0.0,442.55,194.61,5276
2022-06-30,47.41,11.48,3.32,3.78,10.28,5.88,0.0,442.55,193.08,5276
2022-03-31,47.11,0.4,0.0,3.03,2.2,4.55,0.0,374.78,168.97,5276
2021-12-31,64.29,0.82,7.05,5.55,21.06,8.94,0.0,332.23,157.77,5276
2021-09-30,44.15,2.49,0.0,3.66,10.23,6.37,0.0,327.3,150.74,5276
2023-06-30,11.59,0.01,0.0,-3.7,-3.43,-3.62,0.0,737.97,67.73,8338
2023-03-31,6.31,0.0,0.0,-3.82,-2.41,-3.9,0.0,690.05,63.75,8338
2022-12-31,10.64,20.49,0.0,-8.07,-0.65,-7.63,0.0,670.47,65.1,8338
2022-09-30,4.11,0.47,0.0,-4.02,-13.47,-4.54,0.0,674.67,73.89,8338
2022-06-30,8.3,0.23,0.0,-2.86,-9.12,-3.34,0.0,674.67,77.94,8338
2022-03-31,5.08,0.14,0.0,-2.66,-7.86,-2.53,0.0,672.97,80.54,8338
2021-12-31,14.85,0.21,0.0,-0.34,-44.49,-0.04,0.0,670.47,82.78,8338
2021-09-30,6.02,0.45,0.0,-2.6,-28.3,-2.86,0.0,669.97,86.02,8338
2023-06-30,84.82,0.45,0.0,19.04,4.64,27.37,0.0,2829.9,356.48,5216
2023-03-31,104.9,3.87,14.16,22.7,73.29,31.33,0.0,2832.55,360.14,5216
2022-12-31,82.09,2.54,14.14,16.73,97.86,25.5,0.0,2868.96,351.61,5216
2022-09-30,93.63,1.62,7.16,24.91,28.89,36.26,0.0,2859.72,362.2,5216
2022-06-30,64.08,1.05,7.16,12.03,7.73,16.75,0.0,2864.36,346.64,5216
2022-03-31,54.34,7.32,7.16,13.37,-1.99,15.55,0.0,2865.36,342.25,5216
2021-12-31,35.95,5.26,3.58,1.51,-1.65,2.4,0.0,2868.96,334.24,5216
2021-09-30,28.75,4.98,3.59,1.01,-2.81,1.24,0.0,2874.01,338.3,5216
2023-06-30,305.73,10.4,0.0,64.69,67.16,102.14,0.0,1157.77,1511.74,5141
2023-03-31,112.42,6.17,0.0,-15.95,56.11,-14.56,0.0,1157.77,1411.18,5141
2022-12-31,222.3,27.69,17.37,12.52,175.54,35.69,0.0,1157.77,1445.97,5141
2022-09-30,338.34,24.2,0.0,52.9,71.92,93.47,0.0,1157.77,1474.33,5141
2022-06-30,263.41,18.48,0.0,42.02,1.36,64.8,0.0,1157.77,1394.57,5141
2022-03-31,160.14,9.07,0.0,13.76,41.83,21.63,0.0,1157.77,1328.94,5141
2021-12-31,200.15,40.65,17.37,-286.14,160.8,-367.92,0.0,1157.77,1311.96,5141
2021-09-30,223.84,27.35,0.0,18.98,55.26,36.08,0.0,1157.77,1617.81,5141
2023-06-30,188.08,6.35,0.0,9.73,68.62,17.27,0.0,401.55,394.54,5132
2023-03-31,123.44,1.54,0.0,9.12,46.98,13.52,0.0,401.55,384.83,5132
2022-12-31,327.78,8.6,13.05,13.77,21.98,21.95,0.0,401.55,388.75,5132
2022-09-30,141.18,7.29,0.0,11.8,35.9,18.27,0.0,401.55,374.99,5132
2022-06-30,126.32,0.86,8.03,8.46,25.24,11.04,0.0,401.55,371.56,5132
2022-03-31,102.78,0.21,0.0,8.11,14.79,10.82,0.0,401.55,361.54,5132
2021-12-31,191.89,12.76,4.82,10.55,57.5,16.36,0.0,401.55,358.25,5132
2021-09-30,137.55,10.81,0.0,-0.64,43.41,-0.28,0.0,401.55,347.72,5132
2023-06-30,37.81,0.0,0.0,1.73,-5.53,3.53,0.0,1663.53,120.33,7212
2023-03-31,19.38,0.0,0.0,-7.19,-11.35,-7.2,0.0,1663.53,117.82,7212
2022-12-31,98.46,2.34,0.0,-27.82,70.46,-29.92,0.0,1663.53,126.08,7212
2022-09-30,28.9,0.0,0.0,-1.61,62.32,-1.43,0.0,1663.53,155.91,7212
2022-06-30,32.75,0.0,0.0,-1.29,-31.45,-0.91,0.0,1663.53,160.26,7212
2022-03-31,26.07,2.5,0.0,0.56,-15.88,0.82,0.0,1663.53,161.75,7212
2021-12-31,34.25,2.33,0.0,0.61,-10.93,4.49,0.0,1663.53,161.1,7212
2021-09-30,22.73,0.0,0.0,0.12,-10.56,0.69,0.0,1663.53,160.5,7212
2023-06-30,2.86,0.04,0.0,-1.07,-0.25,-0.81,0.0,105.55,59.95,5165
2023-03-31,2.88,0.04,0.0,-0.35,0.58,-0.17,0.0,105.55,61.02,5165
2022-12-31,7.94,0.12,0.0,-0.49,3.83,-0.22,0.0,105.55,61.38,5165
2022-09-30,4.54,0.04,0.0,0.32,0.68,0.6,0.0,105.55,58.74,5165
2022-06-30,5.59,0.01,0.0,0.2,-0.4,0.38,0.0,105.55,58.42,5165
2022-03-31,3.95,0.01,0.0,0.65,-3.11,1.26,0.0,105.55,58.21,5165
2021-12-31,4.69,0.11,0.0,-0.26,-1.13,0.04,0.0,105.55,57.57,5165
2021-09-30,2.27,0.0,0.0,0.01,-2.29,0.22,0.0,87.96,53.73,5165
2023-06-30,15.16,1.51,0.0,-3.54,-0.49,-3.04,0.0,188.24,153.42,0152
2023-03-31,14.85,1.5,0.0,-2.87,7.12,-2.3,0.0,178.57,154.31,0152
2022-12-31,16.84,8.59,0.0,-2.49,-28.91,-1.35,0.0,178.57,156.85,0152
2022-09-30,10.41,6.32,0.0,-9.93,-11.64,-11.16,0.0,178.57,160.13,0152
2022-06-30,7.2,2.43,0.0,-6.55,-8.06,-8.31,0.0,169.97,168.23,0152
2022-03-31,5.5,0.12,0.0,-5.99,-4.32,-7.63,0.0,162.19,171.82,0152
2021-12-31,9.96,9.11,0.0,-4.42,-15.22,-5.06,0.0,162.19,178.24,0152
2021-09-30,4.32,5.04,0.0,-8.18,-33.97,-10.4,0.0,162.19,182.71,0152
2023-06-30,690.04,320.01,0.0,0.0,750.18,0.0,0.0,0.0,5576.13,7277
2023-03-31,802.79,234.84,0.0,130.81,464.3,61.29,0.0,5642.58,5928.79,7277
2022-12-31,797.01,184.03,0.0,127.15,349.28,59.95,0.0,5642.57,5772.2,7277
2022-09-30,711.7,51.54,0.0,125.79,83.28,59.69,0.0,5642.57,5763.65,7277
2022-06-30,675.65,181.5,118.5,118.25,519.07,91.39,0.0,5642.57,5553.34,7277
2022-03-31,593.43,161.75,0.0,133.07,449.23,93.2,0.0,5642.57,5460.05,7277
2021-12-31,544.49,127.33,73.35,127.88,212.42,77.79,0.0,5642.57,5264.05,7277
2021-09-30,505.45,86.62,0.0,128.82,70.24,76.44,0.0,5642.4,5239.09,7277
2023-06-30,3122.67,387.33,0.0,343.52,2919.1,601.55,0.0,11731.51,16133.59,6947
2023-03-31,3180.3,106.4,375.4,317.92,1059.13,594.01,0.0,11731.51,16165.47,6947
2022-12-31,2180.84,888.14,363.7,42.82,2559.27,184.13,0.0,11731.51,16211.69,6947
2022-09-30,1531.89,425.59,264.0,264.48,1709.34,429.88,0.0,7775.0,607.09,6947
2022-06-30,1538.87,256.15,218.0,220.04,1120.79,423.34,0.0,7775.0,560.3,6947
2022-03-31,1521.72,83.23,225.0,236.15,447.83,429.5,0.0,7775.0,565.74,6947
2021-12-31,1582.6,803.35,303.45,304.55,2605.93,419.23,0.0,7775.0,632.81,6947
2021-09-30,1584.39,512.35,311.0,312.82,2200.23,464.44,0.0,7775.0,639.26,6947
2023-06-30,10.73,0.3,0.0,-0.25,11.22,4.09,0.0,451.33,68.43,0029
2023-03-31,11.43,0.21,0.0,-0.03,9.01,4.11,0.0,451.33,68.68,0029
2022-12-31,14.07,0.16,0.0,-0.2,2.5,4.2,0.0,347.18,62.15,0029
2022-09-30,33.08,0.35,0.0,-2.09,30.0,4.05,0.0,347.18,60.92,0029
2022-06-30,6.35,0.31,0.0,-1.2,17.03,3.4,0.0,347.18,63.01,0029
2022-03-31,4.32,0.18,0.0,-1.53,11.79,3.1,0.0,347.18,64.21,0029
2021-12-31,6.13,0.07,0.0,-0.44,7.86,4.24,0.0,347.18,65.73,0029
2021-09-30,16.52,0.15,0.0,-6.67,29.14,9.88,0.0,347.18,66.17,0029
2023-06-30,23.83,0.71,0.0,1.65,12.49,3.35,0.0,745.73,30.59,0131
2023-03-31,17.24,0.59,0.0,1.55,8.47,2.62,0.0,745.73,29.11,0131
2022-12-31,29.7,0.28,0.0,2.32,0.33,3.68,0.0,745.73,27.61,0131
2022-09-30,5.66,0.26,0.0,-0.36,0.15,0.53,0.0,745.73,25.36,0131
2022-06-30,6.82,2.26,0.0,-0.03,9.72,0.83,0.0,745.73,25.81,0131
2022-03-31,2.33,1.97,0.0,-1.41,-1.62,-1.47,0.0,745.73,25.93,0131
2021-12-31,4.49,1.3,0.0,3.13,-2.15,3.08,0.0,745.73,27.35,0131
2021-09-30,3.27,0.67,0.0,-1.07,0.36,-1.13,0.0,745.73,23.95,0131
2023-06-30,33.6,0.59,0.0,5.15,4.32,7.46,0.0,92.7,426.08,7528
2023-03-31,35.0,0.29,0.0,4.58,1.07,6.29,0.0,92.7,424.81,7528
2022-12-31,48.51,2.64,0.0,1.28,3.62,2.37,0.0,92.7,419.8,7528
2022-09-30,42.58,2.11,0.0,4.38,0.81,7.48,0.0,92.7,420.51,7528
2022-06-30,48.51,1.11,0.0,6.04,-0.79,8.86,0.0,92.7,417.08,7528
2022-03-31,40.11,0.45,0.0,0.4,-7.1,2.3,0.0,92.7,418.5,7528
2021-12-31,54.0,3.28,0.0,3.8,38.43,7.26,0.0,92.7,419.14,7528
2021-09-30,36.9,2.69,0.0,2.78,31.14,4.76,0.0,92.7,417.7,7528
2023-06-30,1821.52,6.5,0.0,23.79,127.06,39.03,0.0,157.66,841.94,5908
2023-03-31,1963.38,4.41,0.0,37.03,-94.6,56.43,0.0,157.66,843.37,5908
2022-12-31,1769.54,10.84,25.23,25.75,108.38,48.89,0.0,157.66,831.56,5908
2022-09-30,1829.66,7.41,0.0,17.65,-27.07,30.58,0.0,157.66,805.8,5908
2022-06-30,1748.61,3.86,0.0,32.45,16.6,49.48,0.0,157.66,788.14,5908
2022-03-31,1814.88,2.6,0.0,28.35,-83.53,44.32,0.0,157.66,773.02,5908
2021-12-31,1591.01,8.41,17.34,30.31,188.96,49.23,0.0,157.66,744.66,5908
2021-09-30,1612.22,4.37,0.0,11.49,105.67,23.82,0.0,157.66,714.35,5908
2023-06-30,42.9,4.45,0.0,-5.91,1.78,-0.83,0.0,434.46,196.97,7114
2023-03-31,46.27,17.48,0.0,-2.64,7.43,0.05,0.0,434.46,202.28,7114
2022-12-31,39.94,3.77,0.0,0.67,-2.42,-0.09,0.0,434.46,203.01,7114
2022-09-30,44.01,2.1,0.0,0.57,-0.21,0.76,0.0,375.75,194.0,7114
2022-06-30,44.65,0.76,0.0,1.14,0.16,2.0,0.0,375.75,185.36,7114
2022-03-31,30.66,10.38,0.0,0.39,14.97,0.42,0.0,375.75,184.6,7114
2022-01-31,47.01,5.47,0.0,2.39,5.17,3.33,0.0,375.75,165.83,7114
2021-10-31,46.81,3.88,0.0,2.94,3.96,4.31,0.0,323.13,148.13,7114
2023-06-30,3.3,0.0,0.0,-12.27,-3.04,-12.12,0.0,1337.88,32.97,5265
2023-03-31,4.55,0.01,0.0,6.06,-0.08,6.23,0.0,1337.88,45.4,5265
2022-12-31,4.72,0.01,0.0,-1.2,0.82,-1.02,0.0,1337.88,39.42,5265
2022-09-30,4.28,0.0,0.0,-0.97,-0.13,-0.81,0.0,1337.88,40.47,5265
2022-06-30,2.72,1.27,0.0,-11.7,-4.19,-11.08,0.0,1055.01,23.0,5265
2022-03-31,2.79,1.24,0.0,-1.45,-11.51,-1.02,0.0,1055.05,34.75,5265
2021-12-31,3.11,0.96,0.0,-1.24,-6.42,-0.96,0.0,1055.05,36.2,5265
2021-09-30,0.89,0.08,0.0,-0.95,-1.32,-0.64,0.0,935.75,28.29,5265
2023-06-30,204.2,0.6,0.0,3.52,11.14,6.65,0.0,165.24,358.83,7169
2023-03-31,208.54,3.4,0.0,4.97,20.85,6.84,0.0,165.24,353.49,7169
2022-12-31,204.31,1.89,0.0,1.83,-17.99,4.74,0.0,165.24,346.58,7169
2022-09-30,187.54,1.22,0.0,0.57,-16.38,2.9,0.0,165.24,346.92,7169
2022-06-30,191.18,0.76,0.0,3.45,-31.3,6.71,0.0,165.24,349.08,7169
2022-03-31,194.8,10.05,0.0,10.61,-46.81,14.65,0.0,165.24,345.18,7169
2021-12-31,207.73,7.48,0.0,13.81,-81.04,21.24,0.0,165.24,328.68,7169
2021-09-30,122.32,5.72,0.0,2.05,-46.23,3.83,0.0,165.24,318.1,7169
2023-05-31,14.44,3.33,0.0,1.75,1.86,2.34,0.0,730.1,84.96,0205
2023-02-28,12.75,2.95,0.0,0.45,-1.49,0.7,0.0,730.1,83.15,0205
2022-11-30,12.35,2.57,0.0,0.42,-1.69,0.65,0.0,730.1,82.69,0205
2022-08-31,12.1,2.01,0.0,0.29,-3.79,0.47,0.0,730.1,82.26,0205
2022-05-31,11.91,8.16,0.0,0.76,1.28,1.04,0.0,730.1,82.7,0205
2022-02-28,16.36,4.72,1.1,2.11,-0.29,2.98,0.0,730.09,83.01,0205
2021-11-30,15.72,2.91,1.1,2.08,0.21,2.79,0.0,730.09,82.0,0205
2021-08-31,6.69,0.35,0.0,0.21,-0.94,0.32,0.0,730.09,81.02,0205
2023-06-30,14.52,0.0,0.0,1.93,-3.29,2.23,0.0,141.06,162.31,7198
2023-03-31,15.94,0.0,0.0,1.08,-5.73,1.54,0.0,141.06,160.39,7198
2022-12-31,10.56,0.0,0.0,0.71,29.86,1.19,0.0,141.06,159.31,7198
2022-09-30,12.17,0.0,0.0,0.7,-6.28,0.76,0.0,141.06,158.6,7198
2022-06-30,15.84,0.0,0.0,0.6,-4.65,0.72,0.0,141.06,157.9,7198
2022-03-31,18.82,5.96,0.0,0.35,-8.88,0.24,0.0,141.06,157.3,7198
2021-12-31,27.83,0.0,0.0,1.16,-1.08,1.26,0.0,141.06,156.95,7198
2021-09-30,19.86,0.0,0.0,1.63,-0.79,1.73,0.0,141.06,155.79,7198
2023-06-30,3981.52,646.0,0.0,0.0,2188.0,0.0,0.0,0.0,0.0,1619
2023-03-31,4103.57,477.13,0.0,113.73,1763.66,214.41,0.0,1933.24,8511.34,1619
2022-12-31,4347.63,896.85,38.66,-94.11,245.39,6.73,0.0,1933.24,8389.0,1619
2022-09-30,4540.78,571.6,0.0,146.28,-442.02,262.04,0.0,1933.24,8430.64,1619
2022-06-30,3554.05,355.42,0.0,169.56,-987.46,247.19,0.0,1933.24,7948.44,1619
2022-03-31,3069.56,232.7,0.0,-25.74,-509.57,52.18,0.0,1933.24,7841.87,1619
2021-12-31,4124.19,702.52,38.66,123.15,424.19,196.43,0.0,1933.24,7871.98,1619
2021-09-30,2119.96,470.02,0.0,-173.39,-1644.02,-71.17,0.0,1933.24,8072.26,1619
2023-06-30,18.99,6.1,0.0,3.81,12.5,4.44,0.0,480.0,106.84,0269
2023-03-31,19.02,5.91,0.0,-2.33,9.69,-1.31,0.0,480.0,103.04,0269
2022-12-31,18.94,2.93,0.0,1.98,8.27,2.63,0.0,480.0,56.98,0269
2022-09-30,25.39,0.82,0.0,4.71,4.76,6.25,0.0,480.0,55.0,0269
2023-06-30,6.36,0.69,0.0,1.04,1.19,2.02,0.0,312.94,48.5,03055
2023-06-30,47.65,4.81,0.0,3.32,10.52,6.09,0.0,530.33,337.14,7233
2023-03-31,74.18,2.67,0.0,10.88,1.36,14.28,0.0,530.02,352.49,7233
2022-12-31,51.2,51.62,26.46,3.02,73.25,2.15,0.0,530.02,340.7,7233
2022-09-30,74.72,29.02,0.0,16.42,35.42,21.03,0.0,529.91,341.41,7233
2022-06-30,91.79,15.73,13.25,29.26,10.47,37.3,0.0,529.16,336.36,7233
2022-03-31,86.33,7.47,0.0,18.32,-0.42,23.24,0.0,529.04,331.79,7233
2021-12-31,94.03,31.93,19.56,18.0,58.54,21.73,0.0,528.72,312.08,7233
2021-09-30,90.99,3.15,0.0,20.25,45.91,25.11,0.0,527.21,290.46,7233
2023-06-30,167.52,17.58,4.81,12.54,-5.52,20.63,0.0,961.94,673.9,7148
2023-03-31,200.48,13.86,0.0,22.63,-20.86,30.37,0.0,952.24,668.84,7148
2022-12-31,151.96,71.02,17.14,17.16,70.27,16.53,0.0,952.24,655.22,7148
2022-09-30,177.07,51.16,0.0,16.35,39.27,24.76,0.0,952.24,643.98,7148
2022-06-30,181.74,38.32,4.76,16.31,31.93,23.68,0.0,952.24,638.11,7148
2022-03-31,185.94,24.92,0.0,20.29,21.26,27.94,0.0,941.77,635.47,7148
2021-12-31,145.44,115.01,16.95,15.72,43.2,17.62,0.0,941.77,624.0,7148
2021-09-30,171.84,100.35,0.0,16.96,-4.4,24.12,0.0,941.77,612.34,7148
2023-06-30,35.65,1.11,0.0,13.27,-67.53,7.33,0.0,824.46,1202.1,3948
2023-03-31,41.98,0.95,0.0,9.36,-77.34,9.33,0.0,824.46,1185.56,3948
2022-12-31,42.62,0.79,0.0,-4.9,-35.7,-4.38,0.0,824.46,1176.35,3948
2022-09-30,68.99,0.72,0.0,-7.44,-20.62,-7.26,0.0,824.46,1181.61,3948
2022-06-30,27.41,0.19,0.0,-15.22,-19.16,-15.43,0.0,829.68,1191.36,3948
2022-03-31,14.96,0.37,0.0,-9.97,-19.69,-9.74,0.0,831.15,1200.68,3948
2021-12-31,39.21,0.1,0.0,-8.62,39.88,-9.04,0.0,832.19,1210.8,3948
2021-09-30,57.37,0.02,0.0,-10.68,-6.13,-10.74,0.0,832.19,1219.52,3948
2023-06-30,24.42,0.04,0.0,4.54,2.98,5.84,0.0,216.0,42.91,3026
2022-12-31,25.06,1.32,0.0,1.46,-0.14,3.49,0.0,216.0,40.53,3026
2022-06-30,22.89,0.32,0.0,2.08,0.53,2.9,0.0,216.0,42.1,3026
2021-12-31,23.35,2.08,0.0,1.85,4.69,3.65,0.0,216.0,40.02,3026
2021-06-30,22.44,1.43,0.0,3.9,5.4,4.74,0.0,216.0,38.16,3026
2020-12-31,30.82,0.65,0.0,6.78,1.89,8.81,0.0,216.0,39.26,3026
2020-06-30,13.46,0.34,0.0,1.36,5.0,2.48,0.0,216.0,32.48,3026
2019-12-31,16.64,0.28,0.0,-4.07,3.28,-4.06,0.0,216.0,34.14,3026
2023-06-30,6.22,0.23,0.0,1.22,1.66,1.7,0.0,108.0,20.32,03046
2022-12-31,5.9,0.02,0.0,1.62,0.79,2.02,0.0,108.0,19.63,03046
