stock_code,rDY,rPR,rOM,rCF,rPE,rROE,rEPS,rClass
0169,0.0,0.0,-0.781,-3974598,0.0,-18.842,-0.013,D
03054,0.017,0.0,0.036,1134087,0.0,2.391,0.0,D
0259,0.038,0.177,0.043,14115447,9.06,28.026,0.05,C
0215,0.0,0.0,0.083,-80510000,37.55,11.675,0.029,D
5242,0.015,0.16,0.037,-8583224,10.18,5.058,0.019,D
0093,0.0,0.0,-0.45,-29824592,0.0,-41.318,-0.09,D
4375,0.0,0.0,-0.114,5142822,0.0,-5.131,-0.008,D
5134,0.015,0.248,0.068,84805000,16.84,3.638,0.243,D
0225,0.008,0.091,0.036,-54025964,14.46,6.536,0.018,D
0045,0.051,0.0,0.0,-2623499,17.46,35.601,0.011,D
5665,0.0,0.0,-0.047,-29553000,0.0,-21.63,-0.237,D
1562,0.064,0.622,0.059,148831000,9.36,22.606,0.165,C
0216,0.0,0.0,0.04,-19484829,73.73,1.127,0.005,D
7103,0.026,0.323,0.111,-63106000,12.18,8.651,0.113,C
6084,0.024,1.613,-0.057,16035000,66.51,0.697,0.01,D
03049,0.02,0.107,0.14,2156000,6.59,44.937,0.036,D
5006,0.028,0.0,-0.36,-11651144,0.0,-18.632,-0.215,D
0080,0.0,0.0,0.005,-18911696,21.26,3.182,0.007,D
6904,0.0,0.0,0.038,17731000,313.65,0.079,0.246,D
7207,0.051,0.228,0.089,-23537296,8.31,5.563,0.086,C
2569,0.006,0.0,0.19,10044518,13.47,2.546,0.243,D
03050,0.014,0.472,0.11,18024417,43.93,15.623,0.024,D
3743,0.0,0.0,0.127,149036000,32.87,1.399,0.018,D
0262,0.0,0.0,0.059,-2248851,22.0,16.268,0.034,D
5211,0.02,0.532,0.08,201945000,20.22,5.038,0.104,C
5263,0.029,0.55,0.088,-242138000,18.26,17.298,0.105,C
5176,0.062,1.021,0.681,428046000,17.51,5.274,0.089,D
0148,0.0,0.0,0.091,-34338753,36.18,3.437,0.005,D
0001,0.027,0.538,0.211,24624682,35.97,8.839,0.04,C
03033,0.0,0.0,0.128,-437984,63.01,6.382,0.004,D
7235,0.022,0.356,0.051,17071706,47.42,1.583,0.014,C
7106,0.113,0.0,-0.296,-104973252,0.0,-3.169,-0.057,D
03018,0.043,0.431,0.063,4596091,9.13,11.0,0.068,C
6521,0.026,0.085,0.325,25997000,8.78,5.207,0.171,D
5303,0.032,0.432,0.116,102657000,10.28,6.23,0.055,C
7186,0.0,0.0,0.033,13118819,0.0,0.236,0.01,D
6139,0.038,0.313,0.168,1326068000,3.25,53.553,0.381,A
9717,0.0,0.0,0.111,-8104000,48.97,0.578,0.004,D
7082,0.215,0.0,0.45,-43495000,30.8,4.202,0.01,D
1538,0.0,0.0,-0.497,33338000,0.0,-7.18,-0.109,D
0050,0.0,0.0,0.09,575000,0.0,1.076,-0.017,D
7228,0.0,0.0,0.121,-237960718,14.08,8.924,0.028,D
5012,0.104,0.76,0.193,406772410,7.27,12.151,0.728,D
7097,0.0,0.0,-0.063,-83345000,0.0,-13.772,-0.011,D
7211,0.0,0.0,0.154,-21002771,26.83,10.252,0.027,D
2259,0.0,0.0,0.035,45111000,0.0,-4.021,-0.004,D
8524,0.084,2.4,0.3,83010000,28.77,7.081,0.027,D
5191,0.063,0.56,0.279,78311559,8.06,6.396,0.14,C
4405,0.039,0.0,-0.007,42291000,0.0,-2.178,-0.078,D
2429,0.0,0.0,0.172,-14004000,48.33,9.609,0.011,D
5149,0.03,0.0,0.473,-9522649,3.64,16.346,0.085,D
5140,0.062,0.128,0.085,54875054,7.94,14.505,0.114,C
0211,0.051,0.0,0.008,-20236627,0.0,-0.241,0.038,D
0221,0.0,0.0,-0.015,-29250426,0.0,-10.176,-0.005,D
2054,0.046,0.0,-0.03,4026000,0.0,-2.031,-0.015,D
5289,0.011,0.278,0.065,1975000,21.3,6.672,0.02,D
2739,0.0,0.0,-0.052,22095000,0.0,-51.47,0.119,D
0132,0.0,0.0,-0.135,-8192718,0.0,-32.479,-0.009,D
7439,0.03,0.035,0.096,62874735,1.95,37.22,0.742,D
7200,0.0,0.0,0.068,17757543,13.03,3.698,0.028,D
0230,0.0,0.197,0.152,121855013,38.49,5.587,0.04,D
4863,0.035,0.478,0.158,602000000,14.38,15.987,0.3,C
5347,0.044,0.878,0.11,949000000,19.06,5.202,0.6,D
9369,0.04,0.241,0.124,24732211,8.76,10.246,0.137,C
7252,0.018,0.1,0.086,31347386,5.16,16.867,0.074,D
0089,0.035,0.114,0.343,-10859744,13.36,10.787,0.037,C
8702,0.264,0.0,0.024,82081000,0.0,-2.33,0.185,D
0145,0.0,0.0,-1.155,-649000,0.0,-35.672,-0.008,D
5112,0.056,0.734,0.128,97289000,13.07,4.347,0.068,C
9075,0.023,0.422,0.026,2471000,17.5,5.865,0.065,C
7034,0.031,0.274,0.086,-38737000,9.07,10.625,0.254,C
0012,0.031,0.439,0.049,-33169000,14.48,6.463,0.072,C
7889,0.0,0.0,-0.116,46034000,0.0,-17.04,-0.013,D
7374,0.067,0.0,0.02,21208000,0.0,-5.033,-0.105,D
7854,0.0,0.444,-0.04,-560000,10.89,6.532,0.08,D
5031,0.023,0.756,0.268,303805000,3.72,8.069,0.246,D
8397,0.0,0.0,0.132,62045000,13.65,3.358,0.054,D
5239,0.0,0.0,0.051,138789354,76.25,0.378,0.003,D
0101,0.007,0.123,0.151,20114000,27.06,4.648,0.023,D
7230,0.035,0.104,0.09,-36500000,2.99,15.904,0.476,C
7285,0.026,0.0,1.362,16498000,2.06,66.299,0.197,B
5010,0.079,0.782,0.056,183219000,9.93,7.28,0.538,D
7113,0.0,0.0,-0.193,-774724000,0.0,-7.997,0.028,D
03013,0.013,0.862,0.182,3655545,0.0,10.914,0.021,D
5111,0.013,0.0,0.408,12157000,0.0,-3.443,-0.063,D
7173,0.011,2.511,0.022,-15211000,214.41,0.5,-0.007,D
7176,0.0,0.0,0.016,23239985,5.77,22.25,0.024,D
7218,0.0,0.0,-0.02,2803951,140.19,1.494,0.027,D
5054,0.031,0.101,0.054,-24634000,3.2,11.551,0.113,C
0199,0.041,0.357,0.052,12334109,10.71,5.431,0.063,C
0118,0.0,0.0,0.936,-6775726,2.92,26.997,0.008,D
5401,0.0,0.0,-0.158,-109175000,0.0,-7.142,-0.247,D
9059,0.106,0.423,0.093,123661000,4.03,17.739,0.331,C
5042,0.0,0.0,-0.214,7259000,32.04,1.016,0.008,D
0272,0.0,0.0,0.245,-8385079,48.0,13.739,0.027,D
5297,0.0,0.0,-0.082,-21265953,0.0,-36.266,-0.106,D
5230,0.0,0.0,0.036,30049000,3.38,18.412,-0.046,D
5167,0.007,0.202,0.056,5834625,34.29,1.908,0.016,D
4359,0.0,0.0,0.274,1064294,10.01,3.053,0.018,D
7079,0.0,0.0,-0.083,-25621637,0.0,-0.752,-0.001,D
7100,0.095,0.872,0.594,114677772,11.92,64.273,0.274,D
03043,0.011,0.0,0.093,1135055,0.0,9.561,0.006,D
0005,0.0,0.0,0.015,-4967900,0.0,0.353,0.0,D
1368,0.037,0.68,0.025,80194000,19.33,3.101,0.055,C
5148,0.006,0.312,0.208,380884000,42.84,1.188,0.016,D
0256,0.0,0.0,0.248,7466909,28.07,17.836,0.028,D
7137,0.032,0.668,0.204,-695062,21.48,2.197,0.095,C
7227,0.032,0.47,0.048,18314000,14.52,4.187,0.125,C
4588,0.03,0.258,0.047,695457000,8.64,11.66,0.355,C
03017,0.0,0.289,-0.214,-5719232,0.0,-33.461,0.006,D
7091,0.032,0.221,0.157,15051133,7.65,10.315,0.212,C
0257,0.022,0.0,0.06,-84352,30.78,4.182,0.007,D
5005,0.025,0.828,0.111,-190725000,31.75,6.504,0.239,D
2593,0.028,0.634,0.099,29469000,17.24,4.325,0.292,C
2089,0.104,0.726,0.394,785575000,10.43,23.557,1.451,C
7133,0.054,0.351,0.222,48950674,8.37,11.504,0.18,C
0247,0.011,2.05,0.021,6416000,52.43,2.492,0.01,D
5200,0.178,0.95,0.122,467599000,15.93,4.681,0.093,D
5110,0.073,0.998,0.695,82462836,12.62,5.866,0.09,D
7757,0.034,0.457,0.111,-4562000,13.26,4.879,0.046,C
5292,0.0,0.385,0.251,-13397888,76.52,13.478,0.05,D
7250,0.0,0.0,0.125,28513000,7.4,7.535,0.111,D
6963,0.02,0.518,0.06,-268463000,25.94,6.816,0.043,C
5243,0.0,0.0,0.09,-173836000,99.6,0.881,-0.012,D
4995,0.0,0.0,-0.003,586743,0.0,-0.877,-0.002,D
0273,0.0,0.0,0.114,4942236,10.84,30.652,0.027,D
0069,0.0,0.0,-0.921,2455942,0.0,-11.945,0.006,D
0120,0.05,0.404,0.148,4617880,17.58,9.399,0.048,C
0097,0.012,0.334,0.493,124884000,45.57,20.088,0.194,D
7070,0.0,0.0,-0.122,-41177964,0.0,-14.468,-0.094,D
0232,0.029,0.262,0.113,-8078482,28.91,6.106,0.042,C
0066,0.0,0.0,-1.64,-18402260,0.0,-15.09,-0.093,D
5162,0.046,0.339,0.029,-24003000,7.37,16.047,0.167,C
5142,0.0,0.0,0.073,129600000,44.38,2.77,-0.008,D
0102,0.0,0.0,-0.461,-21813397,0.0,-60.369,-0.03,D
7203,0.022,0.455,0.019,-13613279,21.57,2.623,0.041,C
5016,0.0,0.0,-0.009,-15747000,0.0,-2.737,-0.177,D
7226,0.0,0.0,-0.2,-26798,0.0,-2.606,-0.01,D
3565,0.0,0.0,-0.051,-554892000,23.9,8.173,0.033,D
9679,0.009,0.157,0.053,149428000,16.39,1.138,0.091,D
0197,0.0,0.208,0.329,20201973,7.5,11.029,0.036,D
7231,0.059,0.688,0.272,34061899,14.85,35.705,0.067,C
0271,0.0,0.0,0.035,14542310,244.68,5.519,0.002,D
5246,0.05,0.641,0.457,653201000,14.42,23.419,0.205,C
5009,0.0,0.0,-0.115,-60223000,0.0,-6.293,0.004,D
0162,0.0,0.0,-0.172,18728468,0.0,-4.835,-0.002,D
0008,0.042,0.502,0.094,-18679000,11.94,7.513,0.032,C
6378,0.0,0.0,0.109,37442512,0.0,-29.928,-0.016,D
7050,0.01,0.0,0.024,2913015,69.28,1.516,0.014,D
7025,0.0,0.0,-0.297,-2125262,0.0,-8.639,-0.073,D
4243,0.032,0.0,-0.052,1134000,0.0,-3.273,-0.011,D
5156,0.0,0.0,-0.047,-36670000,0.0,-2.587,-0.007,D
5267,0.0,0.0,-0.079,-4270170,0.0,-9.033,-0.064,D
7121,0.0,0.0,0.096,-19482981,55.28,3.886,0.001,D
0165,0.0,0.0,-0.1,-24429079,0.0,-56.938,-0.019,D
0140,0.0,0.0,-0.43,-20615642,0.0,-21.33,-0.011,D
0017,0.0,0.0,0.16,-3364867,32.43,9.038,0.0,D
7003,0.0,0.0,0.248,69566000,24.02,2.028,0.044,D
7178,0.031,0.265,0.155,43958000,8.51,10.938,0.244,C
5048,0.0,0.0,-0.658,-859313,0.0,-6.208,-0.072,D
0025,0.0,0.0,0.032,-10783376,146.91,1.515,0.015,D
5300,0.035,0.416,0.081,5044721,12.33,10.271,0.072,C
0248,0.0,0.0,-0.025,4343029,0.0,-0.562,-0.003,D
0086,0.0,0.0,-0.037,609179,0.0,-2.849,-0.005,D
7293,0.008,0.183,0.201,-2344000000,13.09,9.719,0.167,D
7020,0.0,0.0,-0.005,3660971,0.0,-11.211,-0.013,D
7014,0.0,0.0,0.082,-8095000,7.74,3.636,0.033,D
3158,0.0,0.0,0.231,24588648,0.0,-2.587,-0.005,D
7066,0.0,0.0,-0.015,-48212179,0.0,-8.419,-0.06,D
5159,0.042,0.235,0.194,29487000,6.5,13.078,0.24,C
